Year,Incident cost,Description,Animal group,Property type,Property category,Service type,"Ward code
",Ward,Borough Code,Borough,Station,Postcode,Latitude,Longitude
2010,260,3 CATS TRAPPED IN AIR CON UNIT,Cat,House - single occupancy,Dwelling,Other animal assistance,E05000052,Garden Suburb,E09000003,Barnet,West Hampstead,NW11,NULL,NULL
2010,260,CAT TRAPPED BETWEEN IRON BAR AND STEPS,Cat,House - single occupancy,Dwelling,Other animal assistance,E05009380,Lea Bridge,E09000012,Hackney,Homerton,E5,NULL,NULL
2010,260,CAT UP TREE,Cat,Woodland/forest - broadleaf/hardwood,Outdoor,Animal rescue from height,E05011116,South Bermondsey,E09000028,Southwark,Old Kent Road,SE1,51.48981195,-0.064159714
2010,260,HORSE STUCK IN RAILINGS,Horse,"Grassland, pasture, grazing etc ",Outdoor,Other animal assistance,E05000071,Crayford,E09000004,Bexley,Bexley,DA1,51.4567727,0.196065531
2010,260,PIGEON TRAPPED UNDER RAILWAY BRIDGE,Bird,Bridge,Outdoor Structure,Animal rescue from height,E05000298,Pinner South,E09000015,Harrow,Harrow,HA5,51.59306395,-0.382433287
2010,260,KITTEN TRAPPED IN COURT YARD,Cat,Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Animal rescue from below ground,E05000632,Bryanston and Dorset Square,E09000033,Westminster,Paddington,W1H,NULL,NULL
2010,260,BIRD TRAPPED IN WIRE IN TREE,Bird,Tree scrub,Outdoor,Animal rescue from height,E05000055,Hendon,E09000003,Barnet,Mill Hill,NW4,51.59784015,-0.236373124
2010,260,CAT TRAPPED BETWEEN 2 GARAGES,Cat,Private garage,Non Residential,Other animal assistance,E05011237,Chadwell,E09000026,Redbridge,Ilford,RM6,51.57919139,0.122404717
2010,260,ASSIST RSPCA OFFICER WITH CAT UP TREE,Cat,Woodland/forest - conifers/softwood,Outdoor,Animal rescue from height,E05000184,Northolt Mandeville,E09000009,Ealing,Northolt,UB5,51.54598544,-0.376359118
2010,260,DOG STUCK IN RABBIT HOLE,Dog,Park,Outdoor,Animal rescue from below ground,E05000517,East Sheen,E09000027,Richmond upon Thames,Richmond,TW10,51.44517473,-0.264841368
2010,260,DOG STUCK IN RABBIT HOLE,Dog,Park,Outdoor,Animal rescue from below ground,E05000517,East Sheen,E09000027,Richmond upon Thames,Richmond,TW10,51.44517473,-0.264841368
2010,260,DOG STUCK ON ROOF OF BUNGALOW,Dog,House - single occupancy,Dwelling,Animal rescue from height,E05000351,Feltham North,E09000018,Hounslow,Feltham,TW14,NULL,NULL
2010,260,CAT IN DISTRESS,Cat,Tree scrub,Outdoor,Animal rescue from height,E05000286,Canons,E09000015,Harrow,Stanmore,HA8,51.60852661,-0.280326808
2010,260,CAT IN DISTRESS,Cat,Domestic garden (vegetation not equipment),Outdoor,Animal rescue from height,E05000569,Wallington North,E09000029,Sutton,Wallington,SM6,51.36341262,-0.146706757
2010,260,CAT IN DISTRESS,Cat,House - single occupancy,Dwelling,Animal rescue from height,E05000442,Downham,E09000023,Lewisham,Bromley,BR1,NULL,NULL
2010,260,INJURED CAT UP TREE,Cat,Tree scrub,Outdoor,Animal rescue from height,E05000479,Custom House,E09000025,Newham,Plaistow,E16,51.51428155,0.037709449
2010,260,ASSIST RSPCA WITH CAT UP TREE,Cat,Woodland/forest - conifers/softwood,Outdoor,Animal rescue from height,E05000446,Ladywell,E09000023,Lewisham,Lewisham,SE4,51.45729913,-0.025677258
2010,260,CAT TRAPPED BEHIND WARDROBE,Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Other animal assistance,E05000178,Greenford Green,E09000009,Ealing,Northolt,UB6,NULL,NULL
2010,260,BIRD TRAPPED BETWEEN TWO WINDOW PANES,Bird,Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Animal rescue from height,E05000528,South Richmond,E09000027,Richmond upon Thames,Richmond,TW10,NULL,NULL
2010,260,DOG TRAPPED IN METAL RAILINGS IN STREAM,Dog,Park,Outdoor,Animal rescue from water,E05000048,East Barnet,E09000003,Barnet,Barnet,EN4,51.64181232,-0.163097421
2010,260,ASSIST RSPCA - CAT ON LEDGE,Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Animal rescue from height,E05000027,Alibon,E09000002,Barking and Dagenham,Dagenham,RM10,NULL,NULL
2010,260,BIRD TRAPPED ON ROOF,Bird,House - single occupancy,Dwelling,Animal rescue from height,E05000052,Garden Suburb,E09000003,Barnet,Finchley,NW11,NULL,NULL
2010,260,DOG TRAPPED IN PIPES,Dog,Woodland/forest - conifers/softwood,Outdoor,Animal rescue from below ground,E05000598,Hatch Lane,E09000031,Waltham Forest,Chingford,E4,51.62089326,0.0135448
2010,260,CAT FALLEN FROM 9TH FLOOR TO 2ND FLOOR BELIEVED TRAPPED AND INJURED,Cat,Purpose Built Flats/Maisonettes - 10 or more storeys,Dwelling,Animal rescue from height,E05000230,Woolwich Riverside,E09000011,Greenwich,East Greenwich,SE18,NULL,NULL
2010,260,BIRD TRAPPED IN NETTING,Bird,Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Animal rescue from height,E05011106,North Bermondsey,E09000028,Southwark,Dockhead,SE16,NULL,NULL
2010,260,CAT TRAPPED IN SINK UNIT,Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Other animal assistance,E05000219,Eltham South,E09000011,Greenwich,Eltham,SE9,NULL,NULL
2010,260,INJURED CAT FALEN DOWN BASEMENT AREA,Cat,House - single occupancy,Dwelling,Animal rescue from below ground,E05000170,Acton Central,E09000009,Ealing,Acton,W3,NULL,NULL
2010,260,DOG IN RIVER ALONG TOW PATH,Dog,River/canal,Outdoor,Animal rescue from water,E05000524,Kew,E09000027,Richmond upon Thames,Richmond,TW9,51.48583275,-0.29010391
2010,520,CAT TRAPPED BEHIND WARDROBE,Cat,House - single occupancy,Dwelling,Other animal assistance,E05011223,Crook Log,E09000004,Bexley,Bexley,DA6,NULL,NULL
2010,260,CAT FALLEN BETWEEN 2 BUILDINGS,Cat,Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Animal rescue from height,E05000484,Forest Gate South,E09000025,Newham,Stratford,E7,NULL,NULL
2010,260,PIGEON STUCK IN WIRE,Bird,Single shop,Non Residential,Animal rescue from height,E05000364,Syon,E09000018,Hounslow,Heston,TW7,51.47907203,-0.322615354
2010,260,INJURED CAT TRAPPED BETWEEN WALLS,Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Animal rescue from below ground,E05000620,Queenstown,E09000032,Wandsworth,Battersea,SW11,NULL,NULL
2010,260,CAT STUCK IN-BETWEEN FALSE CEILING,Cat,House - single occupancy,Dwelling,Other animal assistance,E05000189,Southall Broadway,E09000009,Ealing,Southall,UB1,NULL,NULL
2010,260,CAT STUCK BEHIND METAL FRAMEWORK,Cat,Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Animal rescue from below ground,E05000143,St. Pancras and Somers Town,E09000007,Camden,Euston,NW1,NULL,NULL
2010,260,FOX TRAPPED BETWEEN  BORDED UP AREA,Fox,Wasteland,Outdoor,Other animal assistance,E05009331,St. Peter's,E09000030,Tower Hamlets,Bethnal Green,E1,51.52217519,-0.05971633
2010,260,CAT STUCK IN BARBED WIRE,Cat,Other outdoor location,Outdoor,Animal rescue from height,E05000428,St. Leonard's,E09000022,Lambeth,Tooting,SW16,51.43754704,-0.136930342
2010,780,HORSE FALLEN IN RIVER,Horse,River/canal,Outdoor,Animal rescue from water,E05000307,Cranham,E09000016,Havering,Hornchurch,RM14,51.57593971,0.25810753
2010,260,CAT TRAPPED BEHIND FENCE,Cat,Private Garden Shed,Non Residential,Animal rescue from below ground,E05011252,South Woodford,E09000026,Redbridge,Leytonstone,E18,51.58731833,0.033684964
2010,260,DOG TRAPPED UNDERGROUND,Dog,Park,Outdoor,Animal rescue from below ground,E05000222,Greenwich West,E09000011,Greenwich,Greenwich,SE10,51.47258539,0.003579963
2010,260,CAT CAUGHT BETWEEN WINDOW PANE,Cat,House - single occupancy,Dwelling,Other animal assistance,E05009379,King's Park,E09000012,Hackney,Homerton,E5,NULL,NULL
2010,260,TO ASSIST RSPCA WITH CAT STUCK IN TREE,Cat,Tree scrub,Outdoor,Animal rescue from height,E05000565,Sutton North,E09000029,Sutton,Sutton,SM1,51.37357273,-0.188596227
2010,260,KITTENS POSSIBLY TRAPPED BEHIND COOKER,Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Animal rescue from height,E05000174,Ealing Common,E09000009,Ealing,Acton,W5,NULL,NULL
2010,260,CAT BELIEVED TO BE INJURED ON ROOF OF BLOCK OF FLATS,Cat,Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Animal rescue from height,E05000609,Wood Street,E09000031,Waltham Forest,Walthamstow,E17,NULL,NULL
2010,260,ASSIST RSPCA WITH CAT UP TREE,Cat,Scrub land,Outdoor,Animal rescue from height,E05000609,Wood Street,E09000031,Waltham Forest,Walthamstow,E17,51.59202436,0.004255643
2010,260,BIRD TRAPPED IN RAIL,Bird,Purpose built office,Non Residential,Animal rescue from height,E05000331,Heathrow Villages,E09000017,Hillingdon,Heathrow,UB3,51.48150021,-0.447966119
2010,520,SICK COW STUCK AND UNABLE TO BE RAISED,Cow,Barn,Non Residential,Other animal assistance,E05000134,Gospel Oak,E09000007,Camden,Kentish Town,NW5,51.5524998,-0.149936393
2010,260,DOG STUCK DOWN HOLE IN GARDEN,Dog,House - single occupancy,Dwelling,Animal rescue from below ground,E05000275,Noel Park,E09000014,Haringey,Hornsey,N22,NULL,NULL
2010,260,KITTEN POSSIBLY TRAPPED IN WALL,Cat,House - single occupancy,Dwelling,Other animal assistance,E05000450,Perry Vale,E09000023,Lewisham,Forest Hill,SE23,NULL,NULL
2010,1040,CAT TRAPPED BETWEEN TWO WALLS,Cat,Single shop,Non Residential,Other animal assistance,E05000042,Whalebone,E09000002,Barking and Dagenham,Dagenham,RM6,51.57080353,0.131206591
2010,260,SMALL ANIMAL RESCUE,Unknown - Heavy Livestock Animal,Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Other animal assistance,E05009327,Mile End,E09000030,Tower Hamlets,Poplar,E14,NULL,NULL
2010,260,DOG WITH CAN TRAPPED ON JAW,Dog,House - single occupancy,Dwelling,Other animal assistance,E05000316,Mawneys,E09000016,Havering,Romford,RM7,NULL,NULL
2010,260,INJURED DOG TRAPPED BETWEEN SHED AND FENCE,Dog,Domestic garden (vegetation not equipment),Outdoor,Other animal assistance,E05000477,Canning Town North,E09000025,Newham,Plaistow,E16,51.52344323,0.010238996
2010,260,DOG IN RIVER,Dog,River/canal,Outdoor,Animal rescue from water,E05000209,Southgate Green,E09000010,Enfield,Southgate,N13,51.61356123,-0.120676367
2010,260,GULL TRAPPED IN WIRE,Bird,Lake/pond/reservoir,Outdoor,Animal rescue from water,E05000611,Bedford,E09000032,Wandsworth,Tooting,SW16,51.43315162,-0.144432095
2010,260,KITTENS STUCK UNDER FLOORBOARDS,Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Animal rescue from below ground,E05000276,Northumberland Park,E09000014,Haringey,Tottenham,N17,NULL,NULL
2010,260,CAT TRAPPED IN ROOF GUTTERING,Cat,Other outdoor location,Outdoor,Animal rescue from height,E05000621,Roehampton and Putney Heath,E09000032,Wandsworth,Wandsworth,SW15,51.44125772,-0.243952581
2010,260,CAT TRAPPED UNDERNEATH CAR BONNET,Cat,Car,Road Vehicle,Other animal assistance,E05009327,Mile End,E09000030,Tower Hamlets,Bethnal Green,E3,51.52241866,-0.030615749
2010,520,DOG TRAPPED BETWEEN BUILDINGS,Dog,Other industrial manufacturing facility,Non Residential,Animal rescue from below ground,E05000422,Gipsy Hill,E09000022,Lambeth,West Norwood,SE21,51.43399532,-0.095567956
2010,260,CAT TRAPPED BEHIND BATH,Cat,House - single occupancy,Dwelling,Other animal assistance,E05000211,Turkey Street,E09000010,Enfield,Enfield,EN1,NULL,NULL
2010,260,DOG FALLEN IN RIVER AND TRAPPED,Dog,River/canal,Outdoor,Animal rescue from water,E05000344,Yeading,E09000017,Hillingdon,Southall,UB4,51.51458448,-0.389409353
2010,260,ASSIST RSPCA WITH CAT IN TREE,Cat,House - single occupancy,Dwelling,Animal rescue from height,E05000210,Town,E09000010,Enfield,Enfield,EN2,NULL,NULL
2010,260,ASSIST RSPCA WITH CAT TRAPPED ON ROOF,Cat,House - single occupancy,Dwelling,Animal rescue from height,E05011476,Purley & Woodcote,E09000008,Croydon,Purley,CR8,NULL,NULL
2010,260,BIRD TRAPPED BETWEEN ROOF TILES,Bird,Other outdoor structures,Outdoor Structure,Animal rescue from height,E05000349,Chiswick Riverside,E09000018,Hounslow,Chiswick,W4,51.47562841,-0.271246741
2010,260,PERSONS SHUT IN LIFT EMERGENCY,Unknown - Heavy Livestock Animal,Purpose built office,Non Residential,Other animal assistance,E05009305,Farringdon Without,E09000001,City of London,Dowgate,EC1A,51.51688551,-0.101884777
2010,260,GOOSE STUCK IN ICE ON POND,Bird,Lake/pond/reservoir,Outdoor,Animal rescue from water,E05000195,Chase,E09000010,Enfield,Enfield,EN2,51.68239033,-0.075803298
2010,260,ASSIST RSPCA WITH CAT UP TREE,Cat,Tree scrub,Outdoor,Animal rescue from height,E05000354,Hanworth Park,E09000018,Hounslow,Feltham,TW13,51.44733735,-0.389919566
2010,260,RABBIT UNDER FLOORBOARDS,Rabbit,House - single occupancy,Dwelling,Animal rescue from below ground,E05000108,Bromley Common and Keston,E09000006,Bromley,Bromley,BR2,NULL,NULL
2010,260,PIGEON TRAPPED ON TREE BRANCH,Bird,Tree scrub,Outdoor,Animal rescue from height,E05009317,Bethnal Green,E09000030,Tower Hamlets,Bethnal Green,E2,51.52837313,-0.051710598
2010,260,BIRDS STUCK IN ICE ON ROOF,Bird,Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Animal rescue from height,E05011463,Addiscombe West,E09000008,Croydon,Woodside,CR0,NULL,NULL
2010,260,HORSE STUCK ON GATE,Horse,Railings,Outdoor Structure,Animal rescue from water,E05000405,Chessington South,E09000021,Kingston upon Thames,Surbiton,KT9,51.35464173,-0.321359497
2010,1040,DOG STUCK IN POND,Dog,Lake/pond/reservoir,Outdoor,Animal rescue from water,E05000200,Grange,E09000010,Enfield,Enfield,EN2,51.65224395,-0.087112641
2010,260,ASSIST RSPCA WITH CAT STUCK BETWEEN 2 BUILDINGS,Cat,Converted Flat/Maisonette - Up to 2 storeys,Dwelling,Other animal assistance,E05009374,Hackney Wick,E09000012,Hackney,Homerton,E9,NULL,NULL
2010,260,CAT  STUCK IN BIN CHUTE,Cat,Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Other animal assistance,E05000034,Heath,E09000002,Barking and Dagenham,Dagenham,RM8,NULL,NULL
2010,260,DOG TRAPPED IN ICE,Dog,Lake/pond/reservoir,Outdoor,Animal rescue from water,E05000137,Highgate,E09000007,Camden,West Hampstead,NW3,51.57131936,-0.167600351
2010,260,CAT SHUT IN DERELICT BUILDING,Cat,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,Animal rescue from height,E05000444,Forest Hill,E09000023,Lewisham,Forest Hill,SE23,NULL,NULL
2010,260,BIRD TRAPPED IN CHIMNEY,Bird,House - single occupancy,Dwelling,Animal rescue from below ground,E05011464,Bensham Manor,E09000008,Croydon,Norbury,CR7,NULL,NULL
2010,260,DOG STUCK ON ROOF,Dog,House - single occupancy,Dwelling,Animal rescue from height,E05000230,Woolwich Riverside,E09000011,Greenwich,Plumstead,SE18,NULL,NULL
2010,520,CAT STUCK ON A CHIMNEY,Cat,House - single occupancy,Dwelling,Animal rescue from height,E05011238,Churchfields,E09000026,Redbridge,Woodford,IG8,NULL,NULL
2010,260,DOG IN RIVER LEE,Dog,River/canal,Outdoor,Animal rescue from water,E05009380,Lea Bridge,E09000012,Hackney,Stoke Newington,E5,51.56460467,-0.047392545
2010,1560,COW STUCK IN MUD  WATER RESCUE LEVEL  2,Cow,River/canal,Outdoor,Animal rescue from water,E05000323,Upminster,E09000016,Havering,Hornchurch,RM14,51.55984466,0.301935469
2010,260,KITTEN FALLEN INTO BUILDING FOOTINGS,Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Animal rescue from below ground,E05000103,Welsh Harp,E09000005,Brent,Willesden,NW10,NULL,NULL
2010,260,TWO CATS STUCK IN TREE,Cat,House - single occupancy,Dwelling,Animal rescue from water,E05000453,Telegraph Hill,E09000023,Lewisham,New Cross,SE14,NULL,NULL
2010,260,DOG WITH FOOT TRAPPED IN SHOWER CHAIR,Dog,Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Other animal assistance,E05000254,Fulham Broadway,E09000013,Hammersmith and Fulham,Fulham,SW6,NULL,NULL
2010,260,DOG FALLEN THROUGH ICE,Dog,Lake/pond/reservoir,Outdoor,Animal rescue from water,E05000605,Leytonstone,E09000031,Waltham Forest,Leytonstone,E11,51.57130821,0.015134742
2010,520,HORSE SLINGS REQUIRED TO LIFT HORSE IN FIELD,Horse,"Grassland, pasture, grazing etc ",Outdoor,Other animal assistance,E05000405,Chessington South,E09000021,Kingston upon Thames,Surbiton,KT9,51.35524892,-0.320432473
2010,260,ASSIST RSPCA WITH CAT STUCK IN TREE,Cat,Roadside vegetation,Outdoor,Animal rescue from water,E05000563,Stonecot,E09000029,Sutton,Sutton,SM3,51.37639722,-0.217381009
2010,260,DOG IN CANAL,Dog,River/canal,Outdoor,Animal rescue from water,E05009375,Haggerston,E09000012,Hackney,Shoreditch,N1,51.53694971,-0.077155969
2010,260,CAT TRAPPED BEHIND KITCHEN UNITS,Cat,House - single occupancy,Dwelling,Other animal assistance,E05000194,Bush Hill Park,E09000010,Enfield,Edmonton,N21,NULL,NULL
2010,260,CAT TRAPPED BEHIND BATH PANEL,Cat,House - single occupancy,Dwelling,Other animal assistance,E05000463,Lavender Fields,E09000024,Merton,Mitcham,CR4,NULL,NULL
2010,260,DOG IN LAKE,Dog,Lake/pond/reservoir,Outdoor,Animal rescue from water,E05000349,Chiswick Riverside,E09000018,Hounslow,Chiswick,W4,51.48190705,-0.259804588
2010,260,DOG IN LAKE,Dog,Lake/pond/reservoir,Outdoor,Animal rescue from water,E05000611,Bedford,E09000032,Wandsworth,Tooting,SW17,51.4348816,-0.149196207
2010,260,HAMSTER TRAPPED BEHIND SINK UNIT,Hamster,Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Other animal assistance,E05000045,Childs Hill,E09000003,Barnet,West Hampstead,NW2,NULL,NULL
2010,260,DOG FALLEN THROUGH ICE  ON LAKE,Dog,Lake/pond/reservoir,Outdoor,Animal rescue from water,E05000620,Queenstown,E09000032,Wandsworth,Battersea,SW11,51.47979045,-0.161723808
2010,260,DOG IN LAKE,Dog,Lake/pond/reservoir,Outdoor,Animal rescue from water,E05011223,Crook Log,E09000004,Bexley,Bexley,DA5,51.45091127,0.121717744
2010,260,DOGS IN CANAL,Dog,River/canal,Outdoor,Animal rescue from water,E05000100,Stonebridge,E09000005,Brent,Park Royal,NW10,51.53511239,-0.276001153
2010,260,DOG WITH HEAD STUCK IN GATE,Dog,Park,Outdoor,Other animal assistance,E05000030,Eastbrook,E09000002,Barking and Dagenham,Dagenham,RM7,51.55756735,0.18157242
2010,520,DOG TRAPPED UNDER DECKING,Dog,House - single occupancy,Dwelling,Animal rescue from below ground,E05011466,Coulsdon Town,E09000008,Croydon,Purley,CR5,NULL,NULL
2010,260,SEAGULL HANGING FROM WING FROM CABLE,Bird,Other outdoor structures,Outdoor Structure,Animal rescue from height,E05009324,Island Gardens,E09000030,Tower Hamlets,Millwall,E14,51.49226535,-0.007714839
2010,260,DOG IN WATER,Dog,Lake/pond/reservoir,Outdoor,Animal rescue from water,E05000637,Knightsbridge and Belgravia,E09000033,Westminster,Soho,W2,51.50626848,-0.165399101
2010,260,DOG IN POND,Dog,Lake/pond/reservoir,Outdoor,Animal rescue from water,E05000456,Cannon Hill,E09000024,Merton,Wimbledon,SW20,51.40343394,-0.214144959
2010,260,DOG IN POND,Dog,Lake/pond/reservoir,Outdoor,Animal rescue from water,E05009320,Bow West,E09000030,Tower Hamlets,Bethnal Green,E3,51.53292782,-0.041711347
2010,260,DOG STUCK IN RAILINGS,Dog,Park,Outdoor,Other animal assistance,E05000374,Hillrise,E09000019,Islington,Holloway,N19,51.57241773,-0.131738589
2010,520,DOG IN LAKE WATER RESCUE LEVEL 2 IMPLEMENTED,Dog,Lake/pond/reservoir,Outdoor,Animal rescue from water,E05000073,Danson Park,E09000004,Bexley,Bexley,DA6,51.45638782,0.121727235
2010,260,DOG IN POND,Dog,Lake/pond/reservoir,Outdoor,Animal rescue from water,E05000054,Hale,E09000003,Barnet,Mill Hill,HA8,51.62297636,-0.266808077
2010,260,DOG TAPPED IN FENCE,Dog,Railings,Outdoor Structure,Other animal assistance,E05011465,Broad Green,E09000008,Croydon,Norbury,CR0,51.3861144,-0.106999456
2010,260,CAT TRAPPED,Cat,Infant/Primary school,Non Residential,Other animal assistance,E05000379,St. Mary's,E09000019,Islington,Islington,N1,51.53981627,-0.10129091
2010,260,CAT TRAPPED BEHIND CHIMNEY  BREAST INJURED,Cat,House - single occupancy,Dwelling,Other animal assistance,E05011222,Crayford,E09000004,Bexley,Bexley,DA1,NULL,NULL
2010,260,RUNNING CALL TO CAT IN PRECARIOUS POSITION,Cat,House - single occupancy,Dwelling,Animal rescue from height,E05000208,Southgate,E09000010,Enfield,Southgate,N14,NULL,NULL
2010,260,PERSON LOCKED IN PARK WITH DOG,Dog,Park,Outdoor,Other animal assistance,E05000315,Hylands,E09000016,Havering,Hornchurch,RM11,51.57214697,0.204075301
2010,260,KITTEN TRAPPED UNDER FLOORBOARDS,Cat,House - single occupancy,Dwelling,Animal rescue from below ground,E05000100,Stonebridge,E09000005,Brent,Park Royal,NW10,NULL,NULL
2010,260,DOG IN WATER WAY,Dog,Lake/pond/reservoir,Outdoor,Animal rescue from water,E05000530,Teddington,E09000027,Richmond upon Thames,Twickenham,TW11,51.4127326,-0.332536785
